short,medium,long,all
0.023255813953488372,0.023255813953488372,1.1085271317829457,1.1550387596899225
0.055900621118012424,0.049689440993788817,1.3975155279503106,1.503105590062112
0.0,0.06382978723404255,1.3049645390070923,1.3687943262411348
0.037037037037037035,0.030864197530864196,1.2962962962962963,1.3641975308641976
0.02888086642599278,0.01444043321299639,1.371841155234657,1.4151624548736461
0.0,0.011235955056179775,0.6966292134831461,0.7078651685393259
0.03076923076923077,0.015384615384615385,1.4461538461538461,1.4923076923076923
0.022598870056497175,0.05649717514124294,2.4519774011299433,2.5310734463276834
0.0425531914893617,0.03951367781155015,1.6838905775075987,1.7659574468085106
0.029508196721311476,0.02622950819672131,1.1147540983606556,1.1704918032786884
0.0,0.0,1.0476190476190477,1.0476190476190477
0.01893939393939394,0.06439393939393939,1.1742424242424243,1.2575757575757576
0.017241379310344827,0.05172413793103448,1.282758620689655,1.3517241379310343
0.04044117647058824,0.13970588235294118,2.4191176470588234,2.599264705882353
0.007547169811320755,0.03018867924528302,1.441509433962264,1.4792452830188678
0.019083969465648856,0.07633587786259542,1.7251908396946565,1.8206106870229009
